Animal ID,Other Identifiers,Response Date,Country,State,County,Location,Latitude,Longitude,Vital Status,Species,Sex,AgeClass,Confirmed Entanglement,Entanglement Type,Entanglement Fishery Certainty,Entanglement Fishery Type,Gear Location - Body,Gear Location - Head,Gear Location - Mouth,Gear Location - Left Pec Flipper,Gear Location - Right Pec Flipper,Gear Location - Tailstock,Gear Location - Flukes,Gear Location - Unknown,Gear Material - Buoy,Gear Material - Rope,Gear Material - Trap,Gear Material - Monofilament,Gear Material - Net,Gear Material - Other,Gear Material - Unknown
20170920Mn,,9/20/17,USA,California,Orange,6-7 miles North of Huntington Beach Pier,33.56000137,-118.0569992,Alive,Humpback Whale,Unknown,Adult,Confirmed Entangled,Unknown,,,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No
20170923Bm,,9/23/17,USA,California,San Francisco,Couple miles southwest of Farallones,37.6423111,-123.0790024,Alive,Blue Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20171002Mn,NEED TO GET (HappyWhale),10/2/17,USA,California,Monterey,Monterey,36.79000092,-121.8716736,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No
20171006Mn,,10/6/17,USA,Washington,San Juan,"S of Henry Island in Haro Strait, 3-5 miles NW of Battleship Rock",48.64307022,-123.2210007,Alive,Humpback Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,,Net,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No
20171108Er,CIMWI-V-17-D-186-ER-001,11/8/17,USA,California,Ventura,End of 5th st next to Mandalay NRG power plant,34.20708084,-119.254097,Dead,Gray Whale,Male,Juvenile,Confirmed Entangled,Unknown,,,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No
20171125Mn,,11/25/17,USA,California,Monterey,5 nm SW of Moss Landing,36.7299118,-121.8576965,Alive,Humpback Whale,Unknown,Juvenile,Confirmed Entangled,Unknown,,,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
20171206Mn,,12/6/17,USA,California,Monterey,"Near Bird Rock, Pebble Peach, 300-400 yards offshore",36.59149933,-121.9658966,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
20171211Er,,12/11/17,USA,California,Orange,Crystal Cove Beach,,,Alive,Gray Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,Confirmed,Gillnet,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No
20171229Mn,,12/29/17,MEX,,,Banderas Bay,,,Alive,Humpback Whale,Unknown,Adult,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No
20180221Er_1,,2/21/18,USA,California,Orange,about 2-3 miles from the breakwater in front of the Dana Point Harbor,33.42950058,-117.7050018,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No
20180221Er_2,,2/21/18,USA,California,Monterey,"1/3 mile off Point Sur, between Point Sur and Big Sea Bridge",,,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20180303Er,,3/3/18,USA,California,Los Angeles,20-200 yards off northend of Point Dume (north of Pirates Cove),34.0007019,-118.8095016,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,Gillnet,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No
20180413Er_2,,4/13/18,USA,Washington,Pacific,Leadbetter Point on the Long Beach Pennisula in Washington,46.62210083,-124.0719299,Dead,Gray Whale,Female,Juvenile,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No
20180413Er_1,,4/13/18,USA,Washington,Snohomish,Mukilteo ferry dock,47.94919968,122.3041992,Alive,Gray Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
20180415Er,,4/15/18,USA,California,San Diego,4nm South of Mission Bay,32.69166946,-117.2716675,Alive,Gray Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,Confirmed,Gillnet,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No
20180424Er,,4/24/18,USA,California,Orange,"3 Miles off Dana Point Harbor, then up to Laguna Beach",,,Alive,Gray Whale,Unknown,Subadult,Confirmed Entangled,Fishery,Confirmed,Gillnet,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No
20180429Mn,,4/29/18,USA,Washington,Grays Harbor,3.7 miles offshore of Ocean Shores,47.0387001,-124.2639999,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No
20180508Er,PSU18-05-27-Er (Stranding Field Number),5/8/18,USA,Washington,Jefferson,"47 38.987N, 124 55.287W ~ 20 miles SW of La Push, WA.",47.66055679,124.9244461,Alive/Dead,Gray Whale,Female,Yearling,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No
20180513Mn,,5/13/18,USA,California,San Francisco,8.5 miles outside Golden Gate Bridge,37.77330017,-122.6468964,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20180514Mn,CRC-15216 (Cascadia Research),5/14/18,USA,California,San Luis Obispo,3 miles off entrance of Morro Bay Harbor,35.32080078,-120.9191971,Alive,Humpback Whale,Female,Adult,Confirmed Entangled,Unknown,,,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
20180516Mn,CRC-10113,5/16/18,USA,California,Monterey,1/2 mile offshore from roadside pullout in Big Sur,36.16859818,-121.7003021,Alive,Humpback Whale,Female,Adult,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20180517Mn,CRC-1654,5/17/18,USA,Washington,Grays Harbor,"Ocean Shores, WA on 5/17/18 floating offshore. Resighted on Friday, 5/18.",,,Dead,Humpback Whale,Female,Yearling,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No
20180518Er,TMMC-C-560; CAS-MAC-244,5/18/18,USA,California,Marin,Tennessee Valley Beach,37.84120178,-122.552002,Dead,Gray Whale,Female,Adult,Confirmed Entangled,Unknown,,,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes
20180523Mn,,5/23/18,USA,California,Monterey,Monterey Bay,36.83655167,-122.1197662,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No
20180524Bp,,5/24/18,USA,California,Santa Barbara,"~15miles from mainland, just north of Santa Cruz Island",34.12018204,-119.7567139,Alive,Fin Whale,Female,Adult,Confirmed Entangled,Unknown,,,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No
